id,ID,subtitle,created_at,updated_at,obtained_date,Temperature,Conductivity,component1,component2,component3,component4,component5,component6,mol_ratio,wt_ratio,melting_temp,inorg_name,inorg_contain_ratio(wt),crystallinity,Tg,mp,reference,special_memo,composition
1156,lit_tr1156,,2022-03-16 04:02:14.255869+00:00,2022-03-16 04:02:14.255880+00:00,,14.93024763378088,2.490972884229861e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu6  PEO600 urethane1-Urethane TFSI1/",13s
1157,lit_tr1157,,2022-03-16 04:02:14.258588+00:00,2022-03-16 04:02:14.258599+00:00,,14.01331178555563,2.205052834973398e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu6  PEO600 urethane1-Urethane TFSI1/",13s
1158,lit_tr1158,,2022-03-16 04:02:14.261324+00:00,2022-03-16 04:02:14.261335+00:00,,12.683682526815517,1.9182490862568734e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu6  PEO600 urethane1-Urethane TFSI1/",13s
1159,lit_tr1159,,2022-03-16 04:02:14.264050+00:00,2022-03-16 04:02:14.264061+00:00,,12.058082112547709,1.8205893588591647e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu6  PEO600 urethane1-Urethane TFSI1/",13s
116,lit_tr116,,2022-03-16 04:02:11.240326+00:00,2022-03-16 04:02:11.240338+00:00,,110.33645947660233,3.3578322814238303e-06,1s,,,,,,0.75/0.125,,,,,,-56.0,66.0,j.electacta.2013.09.151,"43221 Chang Hyun Parka, Yang-Kook Suna,∗, Dong-Won Kim 2004 Department of Chemical Engineering, College of Engineering, Hanyang University, Seoul 133-791, South Korea South Korea Electrochimica Acta Blended polymer electrolytes based on poly(lithium 4-styrene sulfonate) for the rechargeable lithium polymer batteries PEO/poly(lithium 4-styrene sulfonate) 6/1   PEO/poly(lithium 4-styrene sulfonate)",1s
1160,lit_tr1160,,2022-03-16 04:02:14.266794+00:00,2022-03-16 04:02:14.266806+00:00,,11.159310333847372,1.7279015730219749e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu6  PEO600 urethane1-Urethane TFSI1/",13s
1161,lit_tr1161,,2022-03-16 04:02:14.269527+00:00,2022-03-16 04:02:14.269538+00:00,,10.815141575080816,1.5564422094305699e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu6  PEO600 urethane1-Urethane TFSI1/",13s
1162,lit_tr1162,,2022-03-16 04:02:14.272297+00:00,2022-03-16 04:02:14.272308+00:00,,9.514816908104876,1.4516970690616806e-06,13s,,,,,,0.83333333/0.08333333,,,,,,,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu7  PEO600 urethane1-Urethane TFSI1/",13s
1163,lit_tr1163,,2022-03-16 04:02:14.275088+00:00,2022-03-16 04:02:14.275099+00:00,,57.93570285852775,7.94050274099708e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu7  PEO600 urethane1-Urethane TFSI1/",13s
1164,lit_tr1164,,2022-03-16 04:02:14.277865+00:00,2022-03-16 04:02:14.277877+00:00,,57.09564661932484,7.66785691167035e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu7  PEO600 urethane1-Urethane TFSI1/",13s
1165,lit_tr1165,,2022-03-16 04:02:14.280648+00:00,2022-03-16 04:02:14.280660+00:00,,55.982180471073775,7.40455562486996e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu7  PEO600 urethane1-Urethane TFSI1/",13s
1166,lit_tr1166,,2022-03-16 04:02:14.283450+00:00,2022-03-16 04:02:14.283461+00:00,,54.96811464643798,7.026466823248869e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 Luca Porcarelli, Kasina Manojkumar, Haritz Sardon, Oihane Llorentea, Alexander S. Shaplov, Kari Vijayakrishna, Claudio Gerbaldi, David Mecerreyes 2017  Spain, Italy Electrochimica Acta Single Ion Conducting Polymer Electrolytes Based On Versatile Polyurethanes  sipu7  PEO600 urethane1-Urethane TFSI1/",13s
1167,lit_tr1167,,2022-03-16 04:02:14.286230+00:00,2022-03-16 04:02:14.286242+00:00,,53.59527722376305,6.667699211279408e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1168,lit_tr1168,,2022-03-16 04:02:14.289010+00:00,2022-03-16 04:02:14.289021+00:00,,52.50525093039704,5.900176452753717e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1169,lit_tr1169,,2022-03-16 04:02:14.291797+00:00,2022-03-16 04:02:14.291808+00:00,,51.06321557909348,5.797997182815358e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
117,lit_tr117,,2022-03-16 04:02:11.243137+00:00,2022-03-16 04:02:11.243158+00:00,,99.77129011374473,2.8685009628821772e-06,1s,,,,,,0.75/0.125,,,,,,-56.0,66.0,j.electacta.2013.09.151,"43221 Chang Hyun Parka, Yang-Kook Suna,∗, Dong-Won Kim 2004 Department of Chemical Engineering, College of Engineering, Hanyang University, Seoul 133-791, South Korea South Korea Electrochimica Acta Blended polymer electrolytes based on poly(lithium 4-styrene sulfonate) for the rechargeable lithium polymer batteries PEO/poly(lithium 4-styrene sulfonate) 6/1   PEO/poly(lithium 4-styrene sulfonate)",1s
1170,lit_tr1170,,2022-03-16 04:02:14.294573+00:00,2022-03-16 04:02:14.294585+00:00,,49.98999006021393,5.313014485747352e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1171,lit_tr1171,,2022-03-16 04:02:14.297365+00:00,2022-03-16 04:02:14.297377+00:00,,48.92384637979336,4.868610148200202e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1172,lit_tr1172,,2022-03-16 04:02:14.300139+00:00,2022-03-16 04:02:14.300150+00:00,,47.425497132452165,4.5400015381932895e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1173,lit_tr1173,,2022-03-16 04:02:14.302910+00:00,2022-03-16 04:02:14.302922+00:00,,46.89997900472139,4.308181584654401e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1174,lit_tr1174,,2022-03-16 04:02:14.305685+00:00,2022-03-16 04:02:14.305697+00:00,,45.420358175025115,4.017399304065773e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1175,lit_tr1175,,2022-03-16 04:02:14.308464+00:00,2022-03-16 04:02:14.308475+00:00,,44.04015200703657,3.746243479104142e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1176,lit_tr1176,,2022-03-16 04:02:14.311234+00:00,2022-03-16 04:02:14.311246+00:00,,42.927603373180204,3.3734400761317736e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1177,lit_tr1177,,2022-03-16 04:02:14.314016+00:00,2022-03-16 04:02:14.314027+00:00,,41.992171663613476,3.3150188328147078e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1178,lit_tr1178,,2022-03-16 04:02:14.316808+00:00,2022-03-16 04:02:14.316820+00:00,,40.893918413902384,2.933425074832583e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1179,lit_tr1179,,2022-03-16 04:02:14.319598+00:00,2022-03-16 04:02:14.319609+00:00,,39.71957718805345,2.8326962002808983e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
118,lit_tr118,,2022-03-16 04:02:11.245927+00:00,2022-03-16 04:02:11.245939+00:00,,90.56333860475206,2.2062158482594822e-06,1s,,,,,,0.75/0.125,,,,,,-56.0,66.0,j.electacta.2013.09.151,"43221 Chang Hyun Parka, Yang-Kook Suna,∗, Dong-Won Kim 2004 Department of Chemical Engineering, College of Engineering, Hanyang University, Seoul 133-791, South Korea South Korea Electrochimica Acta Blended polymer electrolytes based on poly(lithium 4-styrene sulfonate) for the rechargeable lithium polymer batteries PEO/poly(lithium 4-styrene sulfonate) 6/1   PEO/poly(lithium 4-styrene sulfonate)",1s
1180,lit_tr1180,,2022-03-16 04:02:14.322370+00:00,2022-03-16 04:02:14.322381+00:00,,38.4712281366547,2.550803475223916e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1181,lit_tr1181,,2022-03-16 04:02:14.325147+00:00,2022-03-16 04:02:14.325159+00:00,,37.15045462119605,2.4205552499449956e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1182,lit_tr1182,,2022-03-16 04:02:14.327923+00:00,2022-03-16 04:02:14.327935+00:00,,36.33062960739289,2.1796762896490355e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 10   LiMPSA-r-PMHS-EO/",13s
1183,lit_tr1183,,2022-03-16 04:02:14.330700+00:00,2022-03-16 04:02:14.330711+00:00,,34.865961387119114,2.0683784295171813e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1184,lit_tr1184,,2022-03-16 04:02:14.333487+00:00,2022-03-16 04:02:14.333498+00:00,,33.73618849502094,1.798589277550144e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1185,lit_tr1185,,2022-03-16 04:02:14.336269+00:00,2022-03-16 04:02:14.336280+00:00,,32.61476660363843,1.6771928410974162e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1186,lit_tr1186,,2022-03-16 04:02:14.339045+00:00,2022-03-16 04:02:14.339056+00:00,,31.660024104376703,1.4584280213586572e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1187,lit_tr1187,,2022-03-16 04:02:14.341834+00:00,2022-03-16 04:02:14.341846+00:00,,30.317664306497534,1.3839582853229046e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1188,lit_tr1188,,2022-03-16 04:02:14.344655+00:00,2022-03-16 04:02:14.344667+00:00,,29.377191143940024,1.2681978132534782e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1189,lit_tr1189,,2022-03-16 04:02:14.347441+00:00,2022-03-16 04:02:14.347453+00:00,,28.132317801024726,1.182600341297117e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
119,lit_tr119,,2022-03-16 04:02:11.248713+00:00,2022-03-16 04:02:11.248725+00:00,,80.04701576777438,1.741975329195787e-06,1s,,,,,,0.75/0.125,,,,,,-56.0,66.0,j.electacta.2013.09.151,"43221 Chang Hyun Parka, Yang-Kook Suna,∗, Dong-Won Kim 2004 Department of Chemical Engineering, College of Engineering, Hanyang University, Seoul 133-791, South Korea South Korea Electrochimica Acta Blended polymer electrolytes based on poly(lithium 4-styrene sulfonate) for the rechargeable lithium polymer batteries PEO/poly(lithium 4-styrene sulfonate) 6/1   PEO/poly(lithium 4-styrene sulfonate)",1s
1190,lit_tr1190,,2022-03-16 04:02:14.350233+00:00,2022-03-16 04:02:14.350245+00:00,,27.051315001840237,1.0464705238856892e-06,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1191,lit_tr1191,,2022-03-16 04:02:14.353019+00:00,2022-03-16 04:02:14.353031+00:00,,25.90182627959797,9.423299619653539e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1192,lit_tr1192,,2022-03-16 04:02:14.355819+00:00,2022-03-16 04:02:14.355830+00:00,,24.836741973876087,8.635092616601983e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1193,lit_tr1193,,2022-03-16 04:02:14.358589+00:00,2022-03-16 04:02:14.358601+00:00,,23.70403004578384,7.641102051759532e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1194,lit_tr1194,,2022-03-16 04:02:14.361376+00:00,2022-03-16 04:02:14.361388+00:00,,22.50531557213594,7.001966038757559e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1195,lit_tr1195,,2022-03-16 04:02:14.364160+00:00,2022-03-16 04:02:14.364171+00:00,,21.835250737463127,6.52936579818125e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1196,lit_tr1196,,2022-03-16 04:02:14.366939+00:00,2022-03-16 04:02:14.366951+00:00,,20.357066035861294,5.482744400179341e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1197,lit_tr1197,,2022-03-16 04:02:14.369730+00:00,2022-03-16 04:02:14.369742+00:00,,19.76994907879606,5.294488386330816e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1198,lit_tr1198,,2022-03-16 04:02:14.372511+00:00,2022-03-16 04:02:14.372523+00:00,,18.602648603482237,4.603901252243875e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 14   LiMPSA-r-PMHS-EO/",13s
1199,lit_tr1199,,2022-03-16 04:02:14.375305+00:00,2022-03-16 04:02:14.375316+00:00,,17.372600769943006,4.2188103228619766e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 22   LiMPSA-r-PMHS-EO/",13s
12,lit_tr12,,2022-03-16 04:02:10.903231+00:00,2022-03-16 04:02:10.903243+00:00,,59.88803960488366,0.0002644342287919052,1s,,,,,,0.734/0.133,,,,,68.0,-68.0,67.0,not available,"43221 Masaru Heishi a,c, Hiroki Niwa a, Takahiro Uno a, Masataka Kubo b, Takahito Itoh 2013 Division of Chemistry for Materials, Graduate School of Engineering, Mie University, 1577 Kurimamachiya-cho, Tsu, Mie 514-8507, Japan Japan Electrochimica Acta Polymer electrolytes based on polyanionic lithium salts PEO/ poly(lithium vinylsulfonate)  = 1/8(li/eo)   PEO600000/poly(lithium vinylsulfonate) mn7140",1s
120,lit_tr120,,2022-03-16 04:02:11.251492+00:00,2022-03-16 04:02:11.251504+00:00,,70.12161881746363,1.3050735863967076e-06,1s,,,,,,0.75/0.125,,,,,,-56.0,66.0,j.electacta.2013.09.151,"43221 Chang Hyun Parka, Yang-Kook Suna,∗, Dong-Won Kim 2004 Department of Chemical Engineering, College of Engineering, Hanyang University, Seoul 133-791, South Korea South Korea Electrochimica Acta Blended polymer electrolytes based on poly(lithium 4-styrene sulfonate) for the rechargeable lithium polymer batteries PEO/poly(lithium 4-styrene sulfonate) 8/1   PEO/poly(lithium 4-styrene sulfonate)",1s
1200,lit_tr1200,,2022-03-16 04:02:14.378083+00:00,2022-03-16 04:02:14.378094+00:00,,16.438902489914312,3.733180597510529e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 22   LiMPSA-r-PMHS-EO/",13s
1201,lit_tr1201,,2022-03-16 04:02:14.380868+00:00,2022-03-16 04:02:14.380880+00:00,,15.298031327763795,3.361669392654748e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 22   LiMPSA-r-PMHS-EO/",13s
1202,lit_tr1202,,2022-03-16 04:02:14.383651+00:00,2022-03-16 04:02:14.383663+00:00,,14.095633220072443,3.0271364675418716e-07,13s,,,,,,0.83333333/0.08333333,,,,,,-65.1,,10.1021/ma021734u,"43285 David P. Siska and D. F. Shriver 2001 Department of Chemistry, Northwestern University, Evanston, Illinois 60208-3113 USA American Chemical Society Li+ Conductivity of Polysiloxane-Trifluoromethylsulfonamide Polyelectrolytes 22   LiMPSA-r-PMHS-EO/",13s
