id,title,subtitle,tags,created_at,updated_at,obtained_date,temperature,conductivity,component1,component2,component3,component4,component5,component6,mol_ratio,wt_ratio,melting_temp,inorg_name,inorg_contain_ratio,crystallinity,Tg,mp,reference,special_memo
2238,lit_tr2238,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,59.749609,0.00032163847921580935,286,365,,,,,18.75/1,,,,,,-53.0,,10.1021/acs.macromol.6b00851,"43472 F. Croce, L. Persi, F. Ronci, B. Scrosati 2000 Dipartimento di Chimica, Universita ‘‘La Sapienza’’, 00185 Rome, Italy Italy Solid State Ionics Nanocomposite polymer electrolytes and their impact on the lithium battery technology   Fig6 [EO]/[LiClO4]"
2239,lit_tr2239,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,69.921753,0.00048329355098429463,286,365,,,,,18.75/1,,,,,,-53.0,,10.1021/acs.macromol.6b00851,"43472 F. Croce, L. Persi, F. Ronci, B. Scrosati 2000 Dipartimento di Chimica, Universita ‘‘La Sapienza’’, 00185 Rome, Italy Italy Solid State Ionics Nanocomposite polymer electrolytes and their impact on the lithium battery technology   Fig6 [EO]/[LiClO4]"
224,lit_tr224,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,119.75245292930396,0.0005206081948259127,1,185,251,252,,,0.667/0.0111/0.0111/0.0111,,,,,,,,j.electacta.2013.09.151,"43221 Shaowei Feng a, Dongyang Shi a, Fang Liu a, Liping Zheng a, Jin Nie a,∗, Wengfang Feng a,
Xuejie Huang b, Michel Armand c,∗, Zhibin Zhou 2013 Institute of Physics, Chinese Academy of Sciences, 3rd South Street, Zhongguancun, Beijing 100080, China
c CIC energigune, Alava Technology Park, Albert Einstein, 4801510 MINANO ˜ Álava, Spain China, Spain Electrochimica Acta Single lithium-ion conducting polymer electrolytes based on
poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions 1b   Li[PSTFSI-co-MPEGA]/"
2240,lit_tr2240,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,79.780908,0.0007053765214122029,286,365,,,,,18.75/1,,,,,,-53.0,,10.1021/acs.macromol.6b00851,"43472 F. Croce, L. Persi, F. Ronci, B. Scrosati 2000 Dipartimento di Chimica, Universita ‘‘La Sapienza’’, 00185 Rome, Italy Italy Solid State Ionics Nanocomposite polymer electrolytes and their impact on the lithium battery technology   Fig6 [EO]/[LiClO4]"
2241,lit_tr2241,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,89.796557,0.0009713326786552715,286,365,,,,,18.75/1,,,,,,-53.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2242,lit_tr2242,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,99.655712,0.0011906633890834926,286,365,,,,,18.75/1,,,,,,-53.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2243,lit_tr2243,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,110.140845,0.0015620106837009884,286,365,,,,,18.75/1,,,,,,-53.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2244,lit_tr2244,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,26.57277,5.1472942995493904e-05,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2245,lit_tr2245,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,39.71831,0.00012558766909063904,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2246,lit_tr2246,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,49.577465,0.00022687623162155845,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2247,lit_tr2247,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,59.280125,0.0003648421446721099,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851,"43472 H. Y. Sun, H.-J. Sohn,* O. Yamamoto,* Y. Takeda, and N. Imanishi 1999 Department of Mineral and Petroleum Engineering, College of Engineering, Seoul National University, Seoul, Korea, Division of Materials Science and Engineering, College of Engineering, Seoul National University, Seoul, Korea, Department of Chemistry, Faculty of Engineering, Mie University, Tsu, Japan Korea, Japan Journal of The Electrochemical Society Enhanced Lithium-Ion Transport in PEO-Based Composite Polymer Electrolytes with Ferroelectric BaTiO3   Fig.4 O:Li"
2248,lit_tr2248,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,69.452269,0.0005535514592825476,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851," Shobhna Choudhary & R. J. Sengwa 2012 Dielectric Research Laboratory, Department of Physics, JNV University India Ionics Effect of different anions of lithium salt and MMT
nanofiller on ion conduction in melt-compounded
PEO–LiX–MMT electrolytes PEO20LiClO4   PEO600000/ClO4"
2249,lit_tr2249,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,79.780908,0.0008237378085072647,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851," Shobhna Choudhary & R. J. Sengwa 2012 Dielectric Research Laboratory, Department of Physics, JNV University India Ionics Effect of different anions of lithium salt and MMT
nanofiller on ion conduction in melt-compounded
PEO–LiX–MMT electrolytes PEO20LiBF4   PEO600000/BF4"
225,lit_tr225,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,109.56608245694542,0.000436703829188053,1,185,251,252,,,0.667/0.0111/0.0111/0.0111,,,,,,,,j.electacta.2013.09.151,"43221 Shaowei Feng a, Dongyang Shi a, Fang Liu a, Liping Zheng a, Jin Nie a,∗, Wengfang Feng a,
Xuejie Huang b, Michel Armand c,∗, Zhibin Zhou 2013 Institute of Physics, Chinese Academy of Sciences, 3rd South Street, Zhongguancun, Beijing 100080, China
c CIC energigune, Alava Technology Park, Albert Einstein, 4801510 MINANO ˜ Álava, Spain China, Spain Electrochimica Acta Single lithium-ion conducting polymer electrolytes based on
poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions 1b   Li[PSTFSI-co-MPEGA]/"
2250,lit_tr2250,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,89.640063,0.0010806473678906063,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851," Shobhna Choudhary & R. J. Sengwa 2012 Dielectric Research Laboratory, Department of Physics, JNV University India Ionics Effect of different anions of lithium salt and MMT
nanofiller on ion conduction in melt-compounded
PEO–LiX–MMT electrolytes PEO20LiCF3SO3   PEO600000/CF3SO3"
2251,lit_tr2251,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,99.655712,0.0014595231907542198,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2252,lit_tr2252,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,109.827856,0.0016879827339584808,287,365,,,,,20/1,,,,,,-54.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2253,lit_tr2253,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,27.042254,3.295300315970643e-05,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2254,lit_tr2254,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,39.874804,7.885731758451684e-05,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2255,lit_tr2255,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,49.577465,0.0001344067252924512,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2256,lit_tr2256,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,60.375587,0.00022037280521073434,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2257,lit_tr2257,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,69.13928,0.0003185356170424409,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2258,lit_tr2258,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,79.624413,0.0004740116329096672,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2259,lit_tr2259,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,89.796557,0.0006527351496622595,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
226,lit_tr226,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,100.16402055466995,0.0003313210278566533,1,185,251,252,,,0.667/0.0111/0.0111/0.0111,,,,,,,,j.electacta.2013.09.151,"43221 Shaowei Feng a, Dongyang Shi a, Fang Liu a, Liping Zheng a, Jin Nie a,∗, Wengfang Feng a,
Xuejie Huang b, Michel Armand c,∗, Zhibin Zhou 2013 Institute of Physics, Chinese Academy of Sciences, 3rd South Street, Zhongguancun, Beijing 100080, China
c CIC energigune, Alava Technology Park, Albert Einstein, 4801510 MINANO ˜ Álava, Spain China, Spain Electrochimica Acta Single lithium-ion conducting polymer electrolytes based on
poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions 1b   Li[PSTFSI-co-MPEGA]/"
2260,lit_tr2260,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,99.499218,0.0008563119406773968,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2261,lit_tr2261,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,109.827856,0.0010195792773996135,288,365,,,,,21.875/1,,,,,,-52.0,,10.1021/acs.macromol.6b00851," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2262,lit_tr2262,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,120.0946854946979,0.00013886698293658043,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2263,lit_tr2263,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,110.30543193378497,7.989636115293531e-05,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2264,lit_tr2264,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,100.15468344322801,5.1641161292343985e-05,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2265,lit_tr2265,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,90.26369015712191,3.3378437286775886e-05,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2266,lit_tr2266,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,80.25834071956763,1.3944533822025965e-05,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-5wt% LiPF6   PEO　MW600000/PF6"
2267,lit_tr2267,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,70.08179507139744,4.230132782964228e-06,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2268,lit_tr2268,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,60.25268109100034,1.985335919098932e-06,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2269,lit_tr2269,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,50.238072154346696,6.965623553923603e-07,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
227,lit_tr227,,,2022-03-16 04:02:11,2022-03-16 04:02:11,,90.44365790854391,0.0002390589457864443,1,185,251,252,,,0.667/0.0111/0.0111/0.0111,,,,,,,,j.electacta.2013.09.151,"43221 Shaowei Feng a, Dongyang Shi a, Fang Liu a, Liping Zheng a, Jin Nie a,∗, Wengfang Feng a,
Xuejie Huang b, Michel Armand c,∗, Zhibin Zhou 2013 Institute of Physics, Chinese Academy of Sciences, 3rd South Street, Zhongguancun, Beijing 100080, China
c CIC energigune, Alava Technology Park, Albert Einstein, 4801510 MINANO ˜ Álava, Spain China, Spain Electrochimica Acta Single lithium-ion conducting polymer electrolytes based on
poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions poly[(4-styrenesulfonyl)(trifluoromethanesulfonyl)imide] anions 1b   Li[PSTFSI-co-MPEGA]/"
2270,lit_tr2270,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,40.11995882066395,1.6742758000590381e-07,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2271,lit_tr2271,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,29.78859525555754,5.383280380314105e-08,453,454,,,,,0.8/0.1,,,,,0.0,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2272,lit_tr2272,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,119.94025941991674,0.00048520023216328944,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2273,lit_tr2273,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,110.30543193378497,0.000332399988433532,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2274,lit_tr2274,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,100.15468344322801,0.00026337709307709277,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2275,lit_tr2275,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,90.39554334971592,0.0001968901546050643,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2276,lit_tr2276,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,80.25834071956763,0.00013101740701673388,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2277,lit_tr2277,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,69.84657586518313,5.016040102998963e-05,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2278,lit_tr2278,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,59.698484041579434,2.722814156942498e-05,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
2279,lit_tr2279,,,2022-03-16 04:02:17,2022-03-16 04:02:17,,49.71674675914437,9.592879739496452e-07,453,454,,,,,0.888888889/0.055555556,,,,,33.6,,,10.1039/c4ta02810d," Suriani Ibrahim1,*, Mohd Rafie Johan 2011 Advanced Materials Research Laboratory, Department of Mechanical Engineering, University of Malaya, 50603 Kuala Lumpur, Malaysia Malaysia Int. J. Electrochem. Sci. Conductivity, Thermal and Neural Network Model Nanocomposite Solid Polymer Electrolyte System (PEO-LiPF6-EC-CNT) PEO-10wt% LiPF6   PEO　MW600000/PF6"
